,applicant_job_title,official_record_job_title,status,rule
9012,mid developer,sr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9013,middle civil engineer,mid advocate,False,Rule 7 (Different job family)
9014,jr advocate,intern business analyst,False,Rule 4 (Hierarchy / seniority difference)
9015,mid business analyst,mid operations manager,False,No rules matched
9016,trainee dotnet developer,trainee civil engineer,False,Rule 7 (Different job family)
9017,lead advocate,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9018,middle civil engineer,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9019,sr dotnet developer,junior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9020,operations manager,mid mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9021,intern network security engineer,trainee developer,False,Rule 7 (Different job family)
9022,middle civil engineer,sr operations manager,False,Rule 4 (Hierarchy / seniority difference)
9023,dotnet developer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
9024,senior civil engineer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
9025,network security engineer,jr developer,False,Rule 4 (Hierarchy / seniority difference)
9026,middle civil engineer,junior developer,False,Rule 4 (Hierarchy / seniority difference)
9027,mid devops engineer,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9028,jr mechanical engineer,senior developer,False,Rule 4 (Hierarchy / seniority difference)
9029,senior advocate,sr civil engineer,False,Rule 7 (Different job family)
9030,mid mechanical engineer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9031,intern business analyst,intern devops engineer,False,Rule 7 (Different job family)
9032,devops engineer,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
9033,jr dotnet developer,intern operations manager,False,Rule 4 (Hierarchy / seniority difference)
9034,mid devops engineer,mid developer,False,Rule 7 (Different job family)
9035,mid network security engineer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
9036,civil engineer,senior business analyst,False,Rule 4 (Hierarchy / seniority difference)
9037,jr dotnet developer,junior operations manager,False,No rules matched
9038,intern dotnet developer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9039,senior civil engineer,lead developer,False,Rule 4 (Hierarchy / seniority difference)
9040,middle business analyst,junior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9041,mid civil engineer,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9042,junior business analyst,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9043,middle operations manager,sr civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9044,middle devops engineer,mid network security engineer,False,No rules matched
9045,intern devops engineer,sr developer,False,Rule 4 (Hierarchy / seniority difference)
9046,jr civil engineer,intern dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9047,mid dotnet developer,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9048,operations manager,junior advocate,False,Rule 4 (Hierarchy / seniority difference)
9049,mid dotnet developer,mid devops engineer,False,Rule 7 (Different job family)
9050,jr mechanical engineer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9051,jr network security engineer,sr dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9052,operations manager,jr devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9053,devops engineer,operations manager,False,Rule 7 (Different job family)
9054,mechanical engineer,middle developer,False,Rule 4 (Hierarchy / seniority difference)
9055,junior developer,lead dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9056,advocate,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9057,lead advocate,lead network security engineer,False,Rule 7 (Different job family)
9058,senior business analyst,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9059,jr operations manager,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
9060,middle developer,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
9061,jr advocate,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9062,jr dotnet developer,middle developer,False,Rule 4 (Hierarchy / seniority difference)
9063,civil engineer,operations manager,False,No rules matched
9064,intern mechanical engineer,junior operations manager,False,Rule 4 (Hierarchy / seniority difference)
9065,network security engineer,mid developer,False,Rule 4 (Hierarchy / seniority difference)
9066,middle mechanical engineer,mid devops engineer,False,No rules matched
9067,intern dotnet developer,intern mechanical engineer,False,Rule 7 (Different job family)
9068,junior mechanical engineer,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9069,operations manager,junior dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9070,jr devops engineer,intern advocate,False,Rule 4 (Hierarchy / seniority difference)
9071,business analyst,mid network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9072,mid mechanical engineer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
9073,dotnet developer,developer,False,No rules matched
9074,mid advocate,sr network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9075,senior devops engineer,lead operations manager,False,Rule 4 (Hierarchy / seniority difference)
9076,junior devops engineer,junior mechanical engineer,False,No rules matched
9077,devops engineer,middle developer,False,Rule 4 (Hierarchy / seniority difference)
9078,intern mechanical engineer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
9079,mid developer,sr network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9080,lead advocate,lead mechanical engineer,False,Rule 7 (Different job family)
9081,operations manager,lead network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9082,junior advocate,junior dotnet developer,False,Rule 7 (Different job family)
9083,middle mechanical engineer,mid operations manager,False,No rules matched
9084,operations manager,sr developer,False,Rule 4 (Hierarchy / seniority difference)
9085,intern advocate,intern civil engineer,False,Rule 7 (Different job family)
9086,sr developer,sr operations manager,False,No rules matched
9087,senior dotnet developer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9088,jr devops engineer,sr business analyst,False,Rule 4 (Hierarchy / seniority difference)
9089,mid advocate,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
9090,business analyst,senior mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9091,junior developer,trainee dotnet developer,False,Rule 4 (Hierarchy / seniority difference)
9092,mid business analyst,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
9093,advocate,developer,False,Rule 7 (Different job family)
9094,middle business analyst,intern devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9095,sr civil engineer,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
9096,senior operations manager,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
9097,jr dotnet developer,lead developer,False,Rule 4 (Hierarchy / seniority difference)
9098,senior developer,junior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9099,mechanical engineer,middle operations manager,False,Rule 4 (Hierarchy / seniority difference)
9100,civil engineer,junior developer,False,Rule 4 (Hierarchy / seniority difference)
9101,jr civil engineer,junior dotnet developer,False,Rule 7 (Different job family)
9102,operations manager,lead mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9103,middle network security engineer,junior advocate,False,Rule 4 (Hierarchy / seniority difference)
9104,mechanical engineer,senior network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9105,senior advocate,mid devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9106,middle dotnet developer,junior business analyst,False,Rule 4 (Hierarchy / seniority difference)
9107,senior mechanical engineer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
9108,advocate,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
9109,senior devops engineer,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
9110,jr network security engineer,senior devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9111,senior civil engineer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
9112,jr operations manager,junior mechanical engineer,False,No rules matched
9113,network security engineer,sr mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9114,intern dotnet developer,intern operations manager,False,No rules matched
9115,mid developer,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9116,operations manager,trainee civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9117,mid dotnet developer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
9118,junior devops engineer,lead advocate,False,Rule 4 (Hierarchy / seniority difference)
9119,middle business analyst,trainee advocate,False,Rule 4 (Hierarchy / seniority difference)
9120,lead mechanical engineer,lead network security engineer,False,No rules matched
9121,senior mechanical engineer,lead devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9122,network security engineer,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
9123,jr dotnet developer,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
9124,jr network security engineer,intern civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9125,intern civil engineer,lead business analyst,False,Rule 4 (Hierarchy / seniority difference)
9126,jr mechanical engineer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9127,intern developer,sr advocate,False,Rule 4 (Hierarchy / seniority difference)
9128,jr advocate,trainee operations manager,False,Rule 4 (Hierarchy / seniority difference)
9129,mid civil engineer,intern mechanical engineer,False,Rule 4 (Hierarchy / seniority difference)
9130,senior mechanical engineer,trainee business analyst,False,Rule 4 (Hierarchy / seniority difference)
9131,middle devops engineer,intern network security engineer,False,Rule 4 (Hierarchy / seniority difference)
9132,senior network security engineer,mid business analyst,False,Rule 4 (Hierarchy / seniority difference)
9133,sr operations manager,trainee devops engineer,False,Rule 4 (Hierarchy / seniority difference)
9134,senior civil engineer,senior operations manager,False,No rules matched
9135,jr advocate,trainee developer,False,Rule 4 (Hierarchy / seniority difference)
9136,jr advocate,senior civil engineer,False,Rule 4 (Hierarchy / seniority difference)
9137,senior civil engineer,trainee network security engineer,False,Rule 4 (Hierarchy / seniority difference)
